Student ID,NPS Date,NPS State,NPS Answer,Feedback Text,Feedback Category,Feedback Week End
105807207,10/3/2023,NM,2,Nothing to suggest,neutral,1/15/2023
105807207,7/20/2023,NM,8,I suggest that you offer the product in green,neutral,1/8/2023
105807207,3/21/2023,AZ,10,I suggest that you offer the product in green,negative,4/2/2023
105807207,2/14/2023,AZ,8,I suggest that you offer the product in green,negative,4/9/2023
105807207,6/17/2023,CO,7,Nothing to suggest,suggestion,4/30/2023
105807207,9/5/2023,WY,3,The product is excellent,negative,4/30/2023
105807207,12/28/2023,AZ,3,The product is terrible,neutral,1/22/2023
105807207,9/8/2023,CO,8,Nothing to suggest,neutral,2/26/2023
105807207,10/3/2023,NM,7,Nothing to suggest,positive,3/19/2023
105807207,6/15/2023,AZ,3,Nothing to suggest,positive,1/8/2023
105807207,6/24/2023,AZ,5,The product is terrible,negative,2/12/2023
105807207,11/25/2023,WY,8,Nothing to suggest,neutral,2/26/2023
105807207,4/22/2023,CO,6,The product is excellent,positive,1/15/2023
105807207,6/28/2023,CO,2,The product is excellent,neutral,2/5/2023
105807207,7/15/2023,WY,4,The product is excellent,suggestion,1/29/2023
105807207,10/11/2023,CO,8,Nothing to suggest,negative,4/30/2023
105807207,6/21/2023,NM,8,Nothing to suggest,positive,3/19/2023
105807207,6/8/2023,WY,3,Nothing to suggest,positive,1/22/2023
105807207,3/21/2023,AZ,10,The product is terrible,neutral,1/1/2023
105807207,3/2/2023,AZ,9,I suggest that you offer the product in green,suggestion,3/26/2023
105807207,6/22/2023,AZ,1,Nothing to suggest,positive,2/26/2023
105807207,5/13/2023,AZ,0,I suggest that you offer the product in green,neutral,4/9/2023
105807207,7/26/2023,AZ,7,,,
105807207,6/23/2023,AZ,3,,,
105807207,5/28/2023,WY,9,,,
105807207,8/1/2023,WY,0,,,
105807207,1/31/2023,CO,10,,,
105807207,2/22/2023,AZ,0,,,
105807207,3/31/2023,WY,8,,,
105807207,7/9/2023,AZ,1,,,
105807207,10/19/2023,WY,3,,,
105807207,4/12/2023,WY,1,,,
105807207,2/15/2023,NM,6,,,
105807207,10/26/2023,CO,9,,,
105807207,9/1/2023,CO,7,,,
105807207,8/21/2023,WY,5,,,
105807207,5/27/2023,NM,9,,,
105807207,2/3/2023,CO,5,,,
105807207,6/2/2023,CO,7,,,
105807207,3/2/2023,CO,7,,,
105807207,5/27/2023,AZ,5,,,
105807207,2/23/2023,NM,10,,,
105807207,12/3/2023,CO,3,,,
105807207,3/15/2023,NM,10,,,
105807207,11/25/2023,CO,9,,,
105807207,10/15/2023,WY,4,,,
105807207,9/28/2023,NM,0,,,
105807207,1/31/2023,NM,7,,,
105807207,7/9/2023,WY,7,,,
105807207,3/16/2023,WY,1,,,
105807207,7/23/2023,AZ,2,,,
105807207,10/23/2023,CO,6,,,
105807207,8/8/2023,NM,0,,,
105807207,1/15/2023,CO,2,,,
105807207,2/17/2023,AZ,7,,,
105807207,3/23/2023,AZ,8,,,
105807207,2/26/2023,WY,2,,,
105807207,9/22/2023,CO,1,,,
105807207,10/12/2023,NM,8,,,
105807207,10/28/2023,CO,8,,,
105807207,11/11/2023,NM,8,,,
105807207,7/7/2023,NM,7,,,
105807207,5/31/2023,AZ,8,,,
105807207,12/15/2023,WY,5,,,
105807207,11/3/2023,NM,7,,,
105807207,3/2/2023,CO,0,,,
105807207,2/23/2023,AZ,0,,,
105807207,5/21/2023,CO,9,,,
105807207,3/13/2023,NM,2,,,
105807207,4/22/2023,WY,9,,,
105807207,5/16/2023,AZ,1,,,
105807207,8/13/2023,AZ,1,,,
105807207,11/14/2023,AZ,6,,,
105807207,2/23/2023,AZ,7,,,
105807207,10/24/2023,CO,2,,,
105807207,5/21/2023,AZ,7,,,
105807207,4/10/2023,CO,6,,,
105807207,3/16/2023,AZ,9,,,
105807207,2/10/2023,CO,10,,,
105807207,12/21/2023,WY,6,,,
105807207,6/8/2023,AZ,5,,,
105807207,6/1/2023,NM,8,,,
105807207,5/2/2023,NM,3,,,
105807207,2/21/2023,WY,10,,,
105807207,6/14/2023,WY,9,,,
105807207,1/11/2023,NM,1,,,
105807207,9/28/2023,AZ,10,,,
105807207,3/17/2023,AZ,5,,,
105807207,9/27/2023,CO,8,,,
105807207,1/23/2023,WY,3,,,
105807207,5/8/2023,NM,0,,,
105807207,6/1/2023,NM,3,,,
105807207,6/14/2023,AZ,5,,,
105807207,5/17/2023,AZ,5,,,
105807207,4/19/2023,NM,5,,,
105807207,7/16/2023,CO,9,,,
105807207,5/4/2023,AZ,7,,,
105807207,8/3/2023,CO,8,,,
105807207,6/2/2023,AZ,1,,,
105807207,8/26/2023,CO,6,,,
105807207,7/27/2023,NM,2,,,
105807207,1/22/2023,AZ,10,,,
105807207,3/21/2023,NM,5,,,
105807207,4/8/2023,CO,4,,,
105807207,8/19/2023,AZ,9,,,
105807207,8/22/2023,NM,0,,,
105807207,4/15/2023,CO,1,,,
105807207,8/18/2023,CO,5,,,
105807207,3/23/2023,NM,2,,,
105807207,3/28/2023,WY,8,,,
105807207,1/26/2023,NM,6,,,
105807207,3/9/2023,AZ,3,,,
109859508,8/12/2023,AZ,7,I suggest that you offer the product in green,negative,3/12/2023
109859508,11/19/2023,AZ,2,I suggest that you offer the product in green,suggestion,1/1/2023
109859508,6/10/2023,NM,4,Nothing to suggest,negative,3/5/2023
109859508,12/6/2023,CO,0,The product is excellent,suggestion,1/8/2023
109859508,7/25/2023,CO,5,I suggest that you offer the product in green,positive,4/23/2023
109859508,4/17/2023,CO,10,The product is terrible,positive,2/26/2023
109859508,11/21/2023,WY,5,The product is excellent,positive,3/12/2023
109859508,9/10/2023,CO,3,The product is excellent,suggestion,3/19/2023
109859508,10/23/2023,NM,0,I suggest that you offer the product in green,neutral,4/30/2023
109859508,12/24/2023,WY,8,The product is excellent,positive,3/5/2023
109859508,2/28/2023,AZ,4,The product is terrible,neutral,4/2/2023
109859508,10/27/2023,CO,9,I suggest that you offer the product in green,negative,2/26/2023
109859508,1/14/2023,AZ,4,The product is terrible,negative,1/29/2023
109859508,7/19/2023,WY,10,Nothing to suggest,negative,4/2/2023
109859508,4/16/2023,NM,8,Nothing to suggest,negative,4/30/2023
109859508,8/16/2023,WY,7,I suggest that you offer the product in green,suggestion,1/1/2023
109859508,1/5/2023,WY,6,I suggest that you offer the product in green,positive,2/12/2023
109859508,10/10/2023,CO,2,The product is excellent,suggestion,1/22/2023
109859508,6/3/2023,CO,0,The product is terrible,suggestion,2/19/2023
109859508,12/30/2023,NM,5,Nothing to suggest,suggestion,1/15/2023
109859508,6/7/2023,WY,7,I suggest that you offer the product in green,positive,1/22/2023
109859508,2/1/2023,NM,9,I suggest that you offer the product in green,neutral,1/15/2023
109859508,3/8/2023,NM,0,The product is excellent,neutral,3/19/2023
109859508,10/29/2023,AZ,9,Nothing to suggest,negative,1/15/2023
109859508,6/13/2023,AZ,5,The product is excellent,suggestion,1/15/2023
109859508,4/8/2023,WY,6,I suggest that you offer the product in green,suggestion,4/30/2023
109859508,6/2/2023,CO,1,The product is excellent,suggestion,4/30/2023
109859508,7/29/2023,AZ,2,Nothing to suggest,suggestion,1/8/2023
109859508,12/24/2023,WY,4,Nothing to suggest,neutral,2/19/2023
109859508,3/26/2023,AZ,2,I suggest that you offer the product in green,suggestion,4/30/2023
109859508,11/9/2023,CO,9,,,
109859508,1/25/2023,CO,9,,,
109859508,3/28/2023,WY,3,,,
109859508,3/3/2023,NM,2,,,
109859508,12/27/2023,CO,5,,,
109859508,11/6/2023,CO,8,,,
109859508,9/26/2023,AZ,7,,,
109859508,7/18/2023,WY,0,,,
109859508,4/16/2023,CO,0,,,
109859508,5/4/2023,AZ,8,,,
109859508,9/24/2023,WY,7,,,
109859508,4/1/2023,AZ,5,,,
109859508,6/4/2023,CO,1,,,
109859508,11/2/2023,AZ,4,,,
109859508,4/8/2023,CO,2,,,
109859508,3/29/2023,AZ,1,,,
109859508,3/9/2023,WY,4,,,
109859508,7/24/2023,WY,0,,,
109859508,6/11/2023,CO,5,,,
109859508,5/25/2023,NM,2,,,
109859508,10/19/2023,NM,8,,,
109859508,11/12/2023,NM,9,,,
109859508,4/5/2023,NM,3,,,
109859508,11/25/2023,AZ,7,,,
109859508,6/17/2023,WY,2,,,
109859508,8/20/2023,NM,4,,,
109859508,3/2/2023,AZ,10,,,
109859508,10/1/2023,NM,9,,,
109859508,9/7/2023,CO,1,,,
109859508,7/22/2023,CO,3,,,
109859508,9/25/2023,WY,7,,,
109859508,12/10/2023,NM,7,,,
109859508,8/15/2023,NM,7,,,
109859508,4/27/2023,CO,7,,,
109859508,3/19/2023,WY,8,,,
109859508,12/12/2023,CO,9,,,
109859508,2/3/2023,NM,1,,,
109859508,5/30/2023,CO,4,,,
109859508,3/20/2023,CO,2,,,
109859508,12/13/2023,AZ,3,,,
109859508,12/17/2023,AZ,0,,,
109859508,6/12/2023,CO,9,,,
109859508,12/10/2023,AZ,9,,,
109859508,2/24/2023,AZ,1,,,
109859508,7/18/2023,AZ,8,,,
109859508,5/9/2023,NM,0,,,
109859508,2/28/2023,CO,5,,,
109859508,1/10/2023,NM,7,,,
109859508,10/5/2023,NM,6,,,
109859508,9/7/2023,NM,1,,,
109859508,1/20/2023,WY,5,,,
109859508,9/12/2023,WY,3,,,
109859508,6/21/2023,NM,1,,,
109859508,4/23/2023,AZ,6,,,
109859508,1/26/2023,AZ,4,,,
109859508,12/11/2023,NM,3,,,
109859508,12/28/2023,CO,9,,,
109859508,11/26/2023,AZ,7,,,
109859508,1/24/2023,NM,5,,,
109859508,3/29/2023,WY,10,,,
109859508,4/27/2023,CO,3,,,
109859508,12/18/2023,WY,5,,,
109859508,9/29/2023,AZ,6,,,
109859508,9/2/2023,WY,0,,,
109859508,6/25/2023,WY,0,,,
109859508,1/15/2023,WY,0,,,
109859508,9/28/2023,AZ,0,,,
109859508,2/9/2023,CO,9,,,
109859508,1/4/2023,NM,2,,,
109859508,12/4/2023,WY,6,,,
109859508,2/11/2023,WY,3,,,
109859508,3/18/2023,NM,10,,,
109859508,1/5/2023,CO,8,,,
109859508,10/9/2023,AZ,0,,,
109859508,6/21/2023,CO,2,,,
109859508,7/29/2023,AZ,3,,,
109859508,12/30/2023,AZ,3,,,
109859508,5/4/2023,WY,7,,,
109859508,3/9/2023,NM,4,,,
109859508,11/7/2023,WY,6,,,
